WavPath,Predicted,Actual
MIDI2WAV/random_notes_212.wav,A5 A5 A5 A5,<|MIDI|> A#2 E4 C5 E6 C#1 <|/MIDI|>
MIDI2WAV/random_notes_213.wav,A5 A5 A5 A5,<|MIDI|> B6 A6 A#6 D#3 D4 <|/MIDI|>
MIDI2WAV/random_notes_214.wav,A5 A5 A5 A5,<|MIDI|> F#3 C8 A1 D6 B0 <|/MIDI|>
MIDI2WAV/random_notes_215.wav,A5 A5 A5 A5,<|MIDI|> D#3 C5 D#4 A#2 A7 <|/MIDI|>
MIDI2WAV/random_notes_216.wav,A5 A5 A5 A5,<|MIDI|> D#6 B2 F5 A#4 C#1 <|/MIDI|>
MIDI2WAV/random_notes_217.wav,A5 A5 A5 A5,<|MIDI|> D#4 G#7 A#5 G#3 G#5 <|/MIDI|>
MIDI2WAV/random_notes_218.wav,A5 A5 A5 A5,<|MIDI|> G1 D6 B0 G4 A1 <|/MIDI|>
MIDI2WAV/random_notes_219.wav,A5 A5 A5 A5,<|MIDI|> G#2 E6 A#2 G2 B1 <|/MIDI|>
MIDI2WAV/random_notes_220.wav,A5 A5 A5 A5,<|MIDI|> C7 A#1 A3 D#3 B7 <|/MIDI|>
MIDI2WAV/random_notes_221.wav,A5 A5 A5 A5,<|MIDI|> F#6 F5 G6 B2 D4 <|/MIDI|>
MIDI2WAV/random_notes_222.wav,A5 A5 A5 A5,<|MIDI|> C3 C1 D4 F1 G#5 <|/MIDI|>
MIDI2WAV/random_notes_223.wav,A5 A5 A5 A5,<|MIDI|> C2 D6 F7 D#5 G#2 <|/MIDI|>
MIDI2WAV/random_notes_224.wav,A5 A5 A5 A5,<|MIDI|> G7 F3 D4 C#2 D6 <|/MIDI|>
MIDI2WAV/random_notes_225.wav,A5 A5 A5 A5,<|MIDI|> C4 D#6 C#3 G#5 A#3 <|/MIDI|>
MIDI2WAV/random_notes_226.wav,A5 A5 A5 A5,<|MIDI|> B2 D#5 F#6 A4 D5 <|/MIDI|>
MIDI2WAV/random_notes_227.wav,A5 A5 A5 A5,<|MIDI|> C7 A1 E2 F2 C#5 <|/MIDI|>
MIDI2WAV/random_notes_228.wav,A5 A5 A5 A5,<|MIDI|> E7 F5 G#4 A3 G5 <|/MIDI|>
MIDI2WAV/random_notes_229.wav,A5 A5 A5 A5,<|MIDI|> F#6 A5 E2 G#3 A5 <|/MIDI|>
MIDI2WAV/random_notes_230.wav,A5 A5 A5 A5,<|MIDI|> G#3 F6 F#5 E4 C5 <|/MIDI|>
MIDI2WAV/random_notes_231.wav,A1 A1 A5 A5,<|MIDI|> D4 D#4 B0 D2 G3 <|/MIDI|>
MIDI2WAV/random_notes_232.wav,A5 A5 A5 A5,<|MIDI|> D7 B7 G#6 F#1 E1 <|/MIDI|>
MIDI2WAV/random_notes_233.wav,A5 A5 A5 A5,<|MIDI|> D#2 D5 C3 C#5 A#0 <|/MIDI|>
MIDI2WAV/random_notes_234.wav,A1 A1 A1 A2,<|MIDI|> G#3 C#1 C#7 D4 C2 <|/MIDI|>
MIDI2WAV/random_notes_235.wav,A5 A5 A5 A5,<|MIDI|> G2 F6 B0 F4 E2 <|/MIDI|>
MIDI2WAV/random_notes_236.wav,A5 A5 A5 A5,<|MIDI|> F6 B4 G2 A2 A#5 <|/MIDI|>
MIDI2WAV/random_notes_237.wav,A5 A5 A5 A5,<|MIDI|> B3 D4 A#0 D5 D7 <|/MIDI|>
MIDI2WAV/random_notes_238.wav,A5 A5 A5 A5,<|MIDI|> F#4 C#6 F#1 F#3 D#7 <|/MIDI|>
MIDI2WAV/random_notes_239.wav,A5 A5 A5 A5,<|MIDI|> E3 G5 F5 G#3 A4 <|/MIDI|>
MIDI2WAV/random_notes_240.wav,A5 A5 A5 A5,<|MIDI|> G#2 G6 G#5 F#3 B5 <|/MIDI|>
MIDI2WAV/random_notes_241.wav,A5 A5 A5 A5,<|MIDI|> F1 F5 A3 F#7 G#7 <|/MIDI|>
MIDI2WAV/random_notes_242.wav,A5 A5 A5 A5,<|MIDI|> D3 D#6 E5 C1 A2 <|/MIDI|>
MIDI2WAV/random_notes_243.wav,A5 A5 A5 A5,<|MIDI|> C#5 F#4 A1 G7 C#6 <|/MIDI|>
MIDI2WAV/random_notes_244.wav,A5 A5 A5 A5,<|MIDI|> A#0 B2 C#5 D7 A#4 <|/MIDI|>
MIDI2WAV/random_notes_245.wav,A5 A5 A5 A5,<|MIDI|> C#5 F2 C6 E1 A#7 <|/MIDI|>
MIDI2WAV/random_notes_246.wav,A5 A5 A5 A5,<|MIDI|> D4 G3 G#6 G1 A7 <|/MIDI|>
MIDI2WAV/random_notes_247.wav,A5 A5 A5 A5,<|MIDI|> B3 B4 E7 F2 C#1 <|/MIDI|>
MIDI2WAV/random_notes_248.wav,A5 A5 A5 A5,<|MIDI|> D#7 G#5 C#5 D2 G#6 <|/MIDI|>
MIDI2WAV/random_notes_249.wav,A5 A5 A5 A5,<|MIDI|> B4 A#0 G#6 D#5 G#2 <|/MIDI|>
MIDI2WAV/random_notes_250.wav,A5 A5 A5 A5,<|MIDI|> C#6 G1 A#3 D#3 F2 <|/MIDI|>
MIDI2WAV/random_notes_251.wav,A5 A5 A5 A5,<|MIDI|> G#7 D7 F#3 C1 A#5 <|/MIDI|>
MIDI2WAV/random_notes_252.wav,A5 A5 A5 A5,<|MIDI|> B4 A2 B3 D#3 A7 <|/MIDI|>
MIDI2WAV/random_notes_253.wav,A5 A5 A5 A5,<|MIDI|> F#4 F#1 D5 C6 D7 <|/MIDI|>
MIDI2WAV/random_notes_254.wav,A5 A5 A5 A5,<|MIDI|> F#6 C#2 G#1 G4 C#1 <|/MIDI|>
MIDI2WAV/random_notes_255.wav,A5 A5 A5 A5,<|MIDI|> E1 A7 F7 G2 F#2 <|/MIDI|>
MIDI2WAV/random_notes_256.wav,A5 A5 A5 A5,<|MIDI|> D#4 G7 G1 F#2 F#6 <|/MIDI|>
MIDI2WAV/random_notes_257.wav,A5 A5 A5 A5,<|MIDI|> A1 D5 E3 B5 A0 <|/MIDI|>
MIDI2WAV/random_notes_258.wav,A5 A5 A5 A5,<|MIDI|> C1 D6 B3 D#7 C#3 <|/MIDI|>
MIDI2WAV/random_notes_259.wav,A5 A5 A5 A5,<|MIDI|> F4 E4 D5 E3 G#2 <|/MIDI|>
MIDI2WAV/random_notes_260.wav,A5 A5 A5 A5,<|MIDI|> C2 A4 F1 F#5 A5 <|/MIDI|>
MIDI2WAV/random_notes_261.wav,A5 A5 A5 A5,<|MIDI|> A#5 G2 G#3 A5 B4 <|/MIDI|>
MIDI2WAV/random_notes_262.wav,A1 A1 A1 A2,<|MIDI|> A3 D2 A1 A3 F3 <|/MIDI|>
MIDI2WAV/random_notes_263.wav,A5 A5 A5 A5,<|MIDI|> C#4 A7 C#1 A#7 D#5 <|/MIDI|>
MIDI2WAV/random_notes_264.wav,A1 A1 A1 A2,<|MIDI|> B1 F7 F4 D#1 A0 <|/MIDI|>
MIDI2WAV/random_notes_265.wav,A5 A5 A5 A5,<|MIDI|> F1 C3 D2 C5 E5 <|/MIDI|>
MIDI2WAV/random_notes_266.wav,A1 A1 A1 A2,<|MIDI|> E4 G1 F3 C1 G7 <|/MIDI|>
MIDI2WAV/random_notes_267.wav,A5 A5 A5 A5,<|MIDI|> F#7 F#5 D7 B3 D4 <|/MIDI|>
MIDI2WAV/random_notes_268.wav,A5 A5 A5 A5,<|MIDI|> D1 E2 E5 E7 D4 <|/MIDI|>
MIDI2WAV/random_notes_269.wav,A5 A5 A5 A5,<|MIDI|> E2 A3 F#7 E3 A2 <|/MIDI|>
MIDI2WAV/random_notes_270.wav,A5 A5 A5 A5,<|MIDI|> C4 B5 C#5 F6 G6 <|/MIDI|>
MIDI2WAV/random_notes_271.wav,A5 A5 A5 A5,<|MIDI|> G7 D#1 D5 A5 F4 <|/MIDI|>
MIDI2WAV/random_notes_272.wav,A5 A5 A5 A5,<|MIDI|> E7 A2 E5 B0 C5 <|/MIDI|>
MIDI2WAV/random_notes_273.wav,A5 A5 A5 A5,<|MIDI|> A3 C#4 D6 C8 D#7 <|/MIDI|>
MIDI2WAV/random_notes_274.wav,A5 A5 A5 A5,<|MIDI|> G#5 B4 G#3 C#6 E1 <|/MIDI|>
MIDI2WAV/random_notes_275.wav,A5 A5 A5 A5,<|MIDI|> F#5 B1 D#5 C2 A3 <|/MIDI|>
MIDI2WAV/random_notes_276.wav,A5 A5 A5 A5,<|MIDI|> A2 D#5 B3 F#4 G5 <|/MIDI|>
MIDI2WAV/random_notes_277.wav,A5 A5 A5 A5,<|MIDI|> F2 G#5 B0 A7 D#3 <|/MIDI|>
MIDI2WAV/random_notes_278.wav,A5 A5 A5 A5,<|MIDI|> A0 B3 D1 G1 F#5 <|/MIDI|>
MIDI2WAV/random_notes_279.wav,A5 A5 A5 A5,<|MIDI|> A7 F#5 A#0 F#4 D#6 <|/MIDI|>
MIDI2WAV/random_notes_280.wav,A5 A5 A5 A5,<|MIDI|> B0 D6 E3 A5 B2 <|/MIDI|>
MIDI2WAV/random_notes_281.wav,A5 A5 A5 A5,<|MIDI|> G7 D#1 A#7 F4 E6 <|/MIDI|>
MIDI2WAV/random_notes_282.wav,A5 A5 A5 A5,<|MIDI|> F#1 B0 B3 B1 C4 <|/MIDI|>
MIDI2WAV/random_notes_283.wav,A5 A5 A5 A5,<|MIDI|> D4 D2 C#1 A#0 C7 <|/MIDI|>
MIDI2WAV/random_notes_284.wav,A5 A5 A5 A5,<|MIDI|> G#4 G#5 F#4 F#2 A#2 <|/MIDI|>
MIDI2WAV/random_notes_285.wav,A5 A5 A5 A5,<|MIDI|> A1 F2 F3 A#4 C#7 <|/MIDI|>
MIDI2WAV/random_notes_286.wav,A5 A5 A5 A5,<|MIDI|> A#6 D#1 F#1 D#3 G5 <|/MIDI|>
MIDI2WAV/random_notes_287.wav,A5 A5 A5 A5,<|MIDI|> G7 C#5 D2 F#3 F#1 <|/MIDI|>
MIDI2WAV/random_notes_288.wav,A1 A1 A1 A2,<|MIDI|> G2 C2 E1 D#4 A0 <|/MIDI|>
MIDI2WAV/random_notes_289.wav,A5 A5 A5 A5,<|MIDI|> G3 B2 D#7 C#3 A4 <|/MIDI|>
MIDI2WAV/random_notes_290.wav,A5 A5 A5 A5,<|MIDI|> G5 C#6 A#3 A#3 C8 <|/MIDI|>
MIDI2WAV/random_notes_291.wav,A5 A5 A5 A5,<|MIDI|> B0 A#2 C8 F#2 A6 <|/MIDI|>
MIDI2WAV/random_notes_292.wav,A1 A1 A1 A2,<|MIDI|> A2 A#1 G6 D1 F3 <|/MIDI|>
MIDI2WAV/random_notes_293.wav,A5 A5 A5 A5,<|MIDI|> G#4 F#4 A#7 B0 G6 <|/MIDI|>
MIDI2WAV/random_notes_294.wav,A5 A5 A5 A5,<|MIDI|> F#6 A4 A#4 B4 A4 <|/MIDI|>
MIDI2WAV/random_notes_295.wav,A5 A5 A5 A5,<|MIDI|> D6 F3 E4 E5 D#2 <|/MIDI|>
MIDI2WAV/random_notes_296.wav,A5 A5 A5 A5,<|MIDI|> A5 B4 F1 D#2 B1 <|/MIDI|>
MIDI2WAV/random_notes_297.wav,A5 A5 A5 A5,<|MIDI|> F#4 G#3 D7 C4 G4 <|/MIDI|>
MIDI2WAV/random_notes_298.wav,A5 A5 A5 A5,<|MIDI|> D6 E7 C#2 C#3 B6 <|/MIDI|>
MIDI2WAV/random_notes_299.wav,A5 A5 A5 A5,<|MIDI|> F4 G#5 A2 D5 G1 <|/MIDI|>
MIDI2WAV/random_notes_300.wav,A5 A5 A5 A5,<|MIDI|> G#6 E6 B7 F#4 G5 <|/MIDI|>
MIDI2WAV/random_notes_301.wav,A5 A5 A5 A5,<|MIDI|> F1 C#5 C#7 F#6 C#7 <|/MIDI|>
MIDI2WAV/random_notes_302.wav,A5 A5 A5 A5,<|MIDI|> E3 E6 F1 G#2 A#1 <|/MIDI|>
MIDI2WAV/random_notes_303.wav,A5 A5 A5 A5,<|MIDI|> F6 E6 C#5 C#7 B4 <|/MIDI|>
MIDI2WAV/random_notes_304.wav,A5 A5 A5 A5,<|MIDI|> D#4 A#4 D#5 G3 F3 <|/MIDI|>
MIDI2WAV/random_notes_305.wav,A5 A5 A5 A5,<|MIDI|> A4 G#3 G6 B7 D#7 <|/MIDI|>
MIDI2WAV/random_notes_306.wav,A5 A5 A5 A5,<|MIDI|> C#4 G#6 D5 F5 C5 <|/MIDI|>
MIDI2WAV/random_notes_307.wav,A3 A5 A5 A5,<|MIDI|> F#2 E3 B0 D1 C#1 <|/MIDI|>
MIDI2WAV/random_notes_308.wav,A5 A5 A5 A5,<|MIDI|> C#1 B2 A#6 D7 A5 <|/MIDI|>
MIDI2WAV/random_notes_309.wav,A5 A5 A5 A5,<|MIDI|> G6 F#1 A#7 D5 A#6 <|/MIDI|>
MIDI2WAV/random_notes_310.wav,A5 A5 A5 A5,<|MIDI|> F#2 G#6 G2 G#5 G#3 <|/MIDI|>
MIDI2WAV/random_notes_311.wav,A5 A5 A5 A5,<|MIDI|> G#5 A0 C1 C#2 G#6 <|/MIDI|>
MIDI2WAV/random_notes_312.wav,A5 A5 A5 A5,<|MIDI|> D#5 F#3 E1 D6 D5 <|/MIDI|>
MIDI2WAV/random_notes_313.wav,A5 A5 A5 A5,<|MIDI|> E5 F1 G5 F#4 D#2 <|/MIDI|>
MIDI2WAV/random_notes_314.wav,A5 A5 A5 A5,<|MIDI|> G4 C1 B0 G#3 A7 <|/MIDI|>
MIDI2WAV/random_notes_315.wav,A5 A5 A5 A5 A5,<|MIDI|> F4 A2 G5 A#5 C1 <|/MIDI|>
MIDI2WAV/random_notes_316.wav,A5 A5 A5 A5,<|MIDI|> B3 C#1 B1 E5 E6 <|/MIDI|>
MIDI2WAV/random_notes_317.wav,A5 A5 A5 A5,<|MIDI|> G#2 F4 C1 F6 A7 <|/MIDI|>
MIDI2WAV/random_notes_318.wav,A5 A5 A5 A5,<|MIDI|> A2 C#5 G#6 B1 E4 <|/MIDI|>
MIDI2WAV/random_notes_319.wav,A1 A1 A1 A2,<|MIDI|> F1 F#3 B0 C8 B2 <|/MIDI|>
MIDI2WAV/random_notes_320.wav,A5 A5 A5 A5,<|MIDI|> D4 D#7 G5 C4 G#2 <|/MIDI|>
MIDI2WAV/random_notes_321.wav,A5 A5 A5 A5,<|MIDI|> A1 D#5 F#4 F6 A3 <|/MIDI|>
MIDI2WAV/random_notes_322.wav,A5 A5 A5 A5,<|MIDI|> C#2 F6 C#6 F6 C#1 <|/MIDI|>
MIDI2WAV/random_notes_323.wav,A5 A5 A5 A5,<|MIDI|> C#7 E3 B2 D5 A5 <|/MIDI|>
MIDI2WAV/random_notes_324.wav,A5 A5 A5 A5,<|MIDI|> C#5 A2 A#6 D4 F#1 <|/MIDI|>
MIDI2WAV/random_notes_325.wav,A5 A5 A5 A5,<|MIDI|> E7 G5 F#5 F5 C#7 <|/MIDI|>
MIDI2WAV/random_notes_326.wav,A5 A5 A5 A5,<|MIDI|> C#2 C2 G#4 A4 B7 <|/MIDI|>
MIDI2WAV/random_notes_327.wav,A5 A5 A5 A5 A5,<|MIDI|> E3 D#5 F5 A#5 F#5 <|/MIDI|>
MIDI2WAV/random_notes_328.wav,A5 A5 A5 A5,<|MIDI|> C2 C5 B0 D7 D1 <|/MIDI|>
MIDI2WAV/random_notes_329.wav,A5 A5 A5 A5,<|MIDI|> D6 F7 C6 B4 F2 <|/MIDI|>
MIDI2WAV/random_notes_330.wav,A5 A5 A5 A5,<|MIDI|> F3 B1 D#4 D#5 A#3 <|/MIDI|>
MIDI2WAV/random_notes_331.wav,A5 A5 A5 A5,<|MIDI|> G#7 C1 F1 D5 B4 <|/MIDI|>
MIDI2WAV/random_notes_332.wav,A5 A5 A5 A5,<|MIDI|> D#1 B1 G6 F#6 C8 <|/MIDI|>
MIDI2WAV/random_notes_333.wav,A5 A5 A5 A5,<|MIDI|> A4 C1 A2 C8 B4 <|/MIDI|>
MIDI2WAV/random_notes_334.wav,A5 A5 A5 A5,<|MIDI|> G7 F2 D5 C7 B0 <|/MIDI|>
MIDI2WAV/random_notes_335.wav,A5 A5 A5 A5,<|MIDI|> D7 A#0 A7 D1 F6 <|/MIDI|>
MIDI2WAV/random_notes_336.wav,A5 A5 A5 A5,<|MIDI|> B2 A#6 C6 F6 D#2 <|/MIDI|>
MIDI2WAV/random_notes_337.wav,A5 A5 A5 A5,<|MIDI|> F#3 D6 C6 G3 D1 <|/MIDI|>
MIDI2WAV/random_notes_338.wav,A5 A5 A5 A5,<|MIDI|> A5 B3 D6 D5 D#4 <|/MIDI|>
MIDI2WAV/random_notes_339.wav,A5 A5 A5 A5,<|MIDI|> C8 C#3 C5 A#5 G#7 <|/MIDI|>
MIDI2WAV/random_notes_340.wav,A5 A5 A5 A5,<|MIDI|> C8 F2 A6 A#6 B7 <|/MIDI|>
MIDI2WAV/random_notes_341.wav,A5 A5 A5 A5,<|MIDI|> D#7 A#1 E1 G#4 B3 <|/MIDI|>
MIDI2WAV/random_notes_342.wav,A5 A5 A5 A5,<|MIDI|> A#3 F1 C#6 F2 F5 <|/MIDI|>
MIDI2WAV/random_notes_343.wav,A5 A5 A5 A5,<|MIDI|> D#5 A#5 E5 D3 E5 <|/MIDI|>
MIDI2WAV/random_notes_344.wav,A5 A5 A5 A5,<|MIDI|> C8 F5 D2 B5 A5 <|/MIDI|>
MIDI2WAV/random_notes_345.wav,A5 A5 A5 A5,<|MIDI|> E6 D#6 E2 F6 F#5 <|/MIDI|>
MIDI2WAV/random_notes_346.wav,A5 A5 A5 A5,<|MIDI|> E3 E1 B2 G#2 F#7 <|/MIDI|>
MIDI2WAV/random_notes_347.wav,A5 A5 A5 A5,<|MIDI|> D#5 D7 D#5 D5 D1 <|/MIDI|>
MIDI2WAV/random_notes_348.wav,A5 A5 A5 A5,<|MIDI|> D#7 C#3 C5 F#4 G1 <|/MIDI|>
MIDI2WAV/random_notes_349.wav,A5 A5 A5 A5,<|MIDI|> A#6 C#4 B3 A2 C4 <|/MIDI|>
MIDI2WAV/random_notes_350.wav,A5 A5 A5 A5,<|MIDI|> D#2 D4 A#1 D#6 A#3 <|/MIDI|>
MIDI2WAV/random_notes_351.wav,A5 A5 A5 A5,<|MIDI|> G#2 B2 G3 E6 G3 <|/MIDI|>
MIDI2WAV/random_notes_352.wav,A1 A1 A1 A2,<|MIDI|> F2 B1 D1 B6 C#2 <|/MIDI|>
MIDI2WAV/random_notes_353.wav,A5 A5 A5 A5,<|MIDI|> G7 A3 C7 D2 A#5 <|/MIDI|>
MIDI2WAV/random_notes_354.wav,A5 A5 A5 A5,<|MIDI|> B6 F1 C#4 C7 B5 <|/MIDI|>
MIDI2WAV/random_notes_355.wav,A1 B1 A1 A2,<|MIDI|> A#7 A7 F#1 D2 C2 <|/MIDI|>
MIDI2WAV/random_notes_356.wav,A5 A5 A5 A5,<|MIDI|> E3 C1 D#3 G5 B2 <|/MIDI|>
MIDI2WAV/random_notes_357.wav,A5 A5 A5 A5,<|MIDI|> B5 E1 D#5 A6 E6 <|/MIDI|>
MIDI2WAV/random_notes_358.wav,A5 A5 A5 A5,<|MIDI|> E6 F#4 C#3 F#3 D5 <|/MIDI|>
MIDI2WAV/random_notes_359.wav,A5 A5 A5 A5,<|MIDI|> G#2 C7 E3 A6 C1 <|/MIDI|>
MIDI2WAV/random_notes_360.wav,A5 A5 A5 A5,<|MIDI|> D5 E5 C#3 G2 A3 <|/MIDI|>
MIDI2WAV/random_notes_361.wav,A5 A5 A5 A5,<|MIDI|> D3 D#3 A4 G#2 D1 <|/MIDI|>
MIDI2WAV/random_notes_362.wav,A5 A5 A5 A5,<|MIDI|> A#6 C5 F#3 A4 D#4 <|/MIDI|>
MIDI2WAV/random_notes_363.wav,A5 A5 A5 A5,<|MIDI|> B3 C8 G5 C#1 C#3 <|/MIDI|>
MIDI2WAV/random_notes_364.wav,A5 A5 A5 A5,<|MIDI|> F#6 B7 G5 F#3 C1 <|/MIDI|>
MIDI2WAV/random_notes_365.wav,A5 A5 A5 A5,<|MIDI|> C6 F7 B6 G#5 A#1 <|/MIDI|>
MIDI2WAV/random_notes_366.wav,A5 A5 A5 A5,<|MIDI|> A#5 G#6 A#5 F4 A#7 <|/MIDI|>
MIDI2WAV/random_notes_367.wav,A3 A5 A5 A5,<|MIDI|> A6 D3 B1 G1 D2 <|/MIDI|>
MIDI2WAV/random_notes_368.wav,A5 A5 A5 A5,<|MIDI|> B7 B3 D#4 C8 A#3 <|/MIDI|>
MIDI2WAV/random_notes_369.wav,A5 A5 A5 A5,<|MIDI|> D1 A#1 F#7 A#4 C4 <|/MIDI|>
MIDI2WAV/random_notes_370.wav,A5 A5 A5 A5,<|MIDI|> G7 A#1 D#3 C4 A#5 <|/MIDI|>
MIDI2WAV/random_notes_371.wav,A5 A5 A5 A5,<|MIDI|> G3 A6 A#5 A#2 B2 <|/MIDI|>
MIDI2WAV/random_notes_372.wav,A1 A1 A1 A2,<|MIDI|> A1 A7 G2 C7 F#1 <|/MIDI|>
MIDI2WAV/random_notes_373.wav,A5 A5 A5 A5,<|MIDI|> D#2 F#5 E6 A#0 G4 <|/MIDI|>
MIDI2WAV/random_notes_374.wav,A5 A5 A5 A5,<|MIDI|> C#4 C#3 A#1 D#4 F#3 <|/MIDI|>
MIDI2WAV/random_notes_375.wav,A5 A5 A5 A5,<|MIDI|> C#7 C3 C#5 B7 C1 <|/MIDI|>
MIDI2WAV/random_notes_376.wav,A5 A5 A5 A5,<|MIDI|> C#7 B1 E2 D#5 E2 <|/MIDI|>
MIDI2WAV/random_notes_377.wav,A5 A5 A5 A5,<|MIDI|> D5 C1 B7 D3 D#4 <|/MIDI|>
MIDI2WAV/random_notes_378.wav,A5 A5 A5 A5,<|MIDI|> F#4 G#1 B6 F#3 F2 <|/MIDI|>
MIDI2WAV/random_notes_379.wav,A5 A5 A5 A5,<|MIDI|> D#1 G#5 C7 G#5 C2 <|/MIDI|>
MIDI2WAV/random_notes_380.wav,A5 A5 A5 A5,<|MIDI|> D#7 D#1 G#3 A1 F#6 <|/MIDI|>
MIDI2WAV/random_notes_381.wav,A5 A5 A5 A5,<|MIDI|> G#3 E3 B7 A#0 F#3 <|/MIDI|>
MIDI2WAV/random_notes_382.wav,A5 A5 A5 A5,<|MIDI|> A#0 G#6 G4 B4 A#7 <|/MIDI|>
MIDI2WAV/random_notes_383.wav,A5 A5 A5 A5,<|MIDI|> A#7 C2 D#3 D6 C4 <|/MIDI|>
MIDI2WAV/random_notes_384.wav,A5 A5 A5 A5,<|MIDI|> D#3 A#3 B4 C6 B7 <|/MIDI|>
MIDI2WAV/random_notes_385.wav,A5 A5 A5 A5,<|MIDI|> G#6 D7 G#3 C#6 D#7 <|/MIDI|>
MIDI2WAV/random_notes_386.wav,A5 A5 A5 A5,<|MIDI|> F#5 A#0 F#3 E1 A#5 <|/MIDI|>
MIDI2WAV/random_notes_387.wav,A5 A5 A5 A5,<|MIDI|> G#4 A#2 C8 F#3 F6 <|/MIDI|>
MIDI2WAV/random_notes_388.wav,A5 A5 A5 A5,<|MIDI|> E5 A#3 D6 D4 G1 <|/MIDI|>
MIDI2WAV/random_notes_389.wav,A5 A5 A5 A5,<|MIDI|> F2 F7 E6 D4 G5 <|/MIDI|>
MIDI2WAV/random_notes_390.wav,A5 A5 A5 A5 A5,<|MIDI|> D5 A4 D3 A#3 B1 <|/MIDI|>
MIDI2WAV/random_notes_391.wav,A5 A5 A5 A5,<|MIDI|> F#1 E5 F#6 F#3 C7 <|/MIDI|>
MIDI2WAV/random_notes_392.wav,A5 A5 A5 A5,<|MIDI|> A#0 B5 A#0 D3 F#4 <|/MIDI|>
MIDI2WAV/random_notes_393.wav,A5 A5 A5 A5,<|MIDI|> F#1 B0 A3 D#5 D#4 <|/MIDI|>
MIDI2WAV/random_notes_394.wav,A5 A5 A5 A5,<|MIDI|> A#6 D2 A4 F4 C#6 <|/MIDI|>
MIDI2WAV/random_notes_395.wav,A1 A1 A1 A2,<|MIDI|> F#7 A3 G1 E4 B2 <|/MIDI|>
MIDI2WAV/random_notes_396.wav,A5 A5 A5 A5,<|MIDI|> F#2 G#1 C7 E2 G6 <|/MIDI|>
MIDI2WAV/random_notes_397.wav,A5 A5 A5 A5,<|MIDI|> G#6 B3 E2 C#6 A7 <|/MIDI|>
MIDI2WAV/random_notes_398.wav,A5 A5 A5 A5,<|MIDI|> F#1 D7 F#7 B5 G1 <|/MIDI|>
MIDI2WAV/random_notes_399.wav,A5 A5 A5 A5,<|MIDI|> A5 E1 D4 F6 D#4 <|/MIDI|>
MIDI2WAV/random_notes_400.wav,A5 A5 A5 A5,<|MIDI|> C6 F#5 C7 E6 G7 <|/MIDI|>
MIDI2WAV/random_notes_401.wav,A5 A5 A5 A5,<|MIDI|> G1 C#1 D6 C#2 C4 <|/MIDI|>
MIDI2WAV/random_notes_402.wav,A1 A1 A1 A2,<|MIDI|> D1 C2 D#1 D#2 D7 <|/MIDI|>
MIDI2WAV/random_notes_403.wav,A5 A5 A5 A5,<|MIDI|> B7 G#1 D4 C6 D#6 <|/MIDI|>
MIDI2WAV/random_notes_404.wav,A5 A5 A5 A5,<|MIDI|> C1 G#4 F3 A6 F5 <|/MIDI|>
MIDI2WAV/random_notes_405.wav,A5 A5 A5 A5,<|MIDI|> D3 G5 C#5 D#2 C#3 <|/MIDI|>
MIDI2WAV/random_notes_406.wav,A5 A5 A5 A5,<|MIDI|> A6 A1 B6 F1 G5 <|/MIDI|>
MIDI2WAV/random_notes_407.wav,A5 A5 A5 A5,<|MIDI|> F#2 B3 B4 G3 F5 <|/MIDI|>
MIDI2WAV/random_notes_408.wav,A5 A5 A5 A5,<|MIDI|> D2 G3 A1 D#6 D#4 <|/MIDI|>
MIDI2WAV/random_notes_409.wav,A5 A5 A5 A5,<|MIDI|> A5 C7 E2 D4 E4 <|/MIDI|>
MIDI2WAV/random_notes_410.wav,A5 A5 A5 A5,<|MIDI|> G#2 A5 C8 G4 D3 <|/MIDI|>
MIDI2WAV/random_notes_411.wav,A5 A5 A5 A5,<|MIDI|> F#1 A6 D#4 A6 G#7 <|/MIDI|>
MIDI2WAV/random_notes_412.wav,A5 A5 A5 A5,<|MIDI|> F#4 A#4 C4 C8 D3 <|/MIDI|>
MIDI2WAV/random_notes_413.wav,A5 A5 A5 A5,<|MIDI|> C#4 A3 D6 C7 B4 <|/MIDI|>
MIDI2WAV/random_notes_414.wav,A1 A1 A5 A5,<|MIDI|> C#4 A3 D3 G3 A0 <|/MIDI|>
MIDI2WAV/random_notes_415.wav,A5 A5 A5 A5,<|MIDI|> E5 C4 B4 C#4 F6 <|/MIDI|>
MIDI2WAV/random_notes_416.wav,A5 A5 A5 A5 A5,<|MIDI|> D#7 G#7 F#2 G4 D5 <|/MIDI|>
MIDI2WAV/random_notes_417.wav,A5 A5 A5 A5,<|MIDI|> B7 G4 G#7 G1 G4 <|/MIDI|>
MIDI2WAV/random_notes_418.wav,A5 A5 A5 A5,<|MIDI|> A5 F4 G3 G4 A3 <|/MIDI|>
MIDI2WAV/random_notes_419.wav,A5 A5 A5 A5,<|MIDI|> C#5 C#6 C3 C1 F3 <|/MIDI|>
MIDI2WAV/random_notes_420.wav,A5 A5 A5 A5,<|MIDI|> B7 G7 D#4 F4 C8 <|/MIDI|>
MIDI2WAV/random_notes_421.wav,A5 A5 A5 A5,<|MIDI|> C#1 F#4 E4 F4 G6 <|/MIDI|>
MIDI2WAV/random_notes_422.wav,A5 A5 A5 A5,<|MIDI|> A6 G1 D3 F#7 G#7 <|/MIDI|>
MIDI2WAV/random_notes_423.wav,A5 A5 A5 A5,<|MIDI|> F2 F#5 C7 F#5 G#5 <|/MIDI|>
